"","X","abv","ibu","id","name","style","brewery_id","ounces"
"710",2360,0.082,100,1619,"Hop Slayer Double IPA","American Double / Imperial IPA",361,12
"711",2363,0.052,27,971,"Phat Chance","American Blonde Ale",361,12
"712",2364,0.082,100,740,"Hop Slayer Double IPA (2011)","American Double / Imperial IPA",361,12
"713",2365,0.082,100,430,"Hop Slayer Double IPA (2011)","American Double / Imperial IPA",361,12
"714",2369,0.056,41,162,"Paddy Pale Ale","American Pale Ale (APA)",361,12
"715",2373,0.051,45,1194,"Alpha Ale","American Pale Ale (APA)",181,12
"716",2379,0.074,83,762,"Ace IPA","American IPA",509,16
"717",2382,0.071,60,2148,"#002 American I.P.A.","American IPA",211,12
"718",2384,0.048,38,2146,"#004 Session I.P.A.","American IPA",211,12
"719",2386,0.062,61,1470,"Ananda India Pale Ale","American IPA",239,12
"720",2388,0.058,72,2627,"Train Hopper","American IPA",14,12
"721",2390,0.059,135,1676,"Troopers Alley IPA","American IPA",344,12
"722",2393,0.065,82,2417,"4000 Footer IPA","American IPA",109,12
"723",2395,0.065,69,1697,"Be Hoppy IPA","American IPA",339,16
"724",2396,0.069,69,2194,"Worthy IPA","American IPA",199,12
"725",2398,0.077,30,1513,"Lights Out Vanilla Cream Extra Stout","American Double / Imperial IPA",199,12
"726",2399,0.069,69,1512,"Worthy IPA (2013)","American IPA",199,12
"727",2400,0.06,50,1511,"Worthy Pale","American Pale Ale (APA)",199,12
"728",2408,0.055,40,145,"Silverback Pale Ale","American Pale Ale (APA)",424,12
